density,theta1,theta2,theta3,C11,C12,C13,C22,C23,C33,C44,C55,C66
0.416851,89.3275,17.9099,0.0,0.192459,0.0527669999999999,0.05804676,0.1913422,0.05570918,0.2255001999999999,0.07179548,0.07423582,0.0681127
0.574775,0.0,0.0,16.1157,0.6165385999999999,0.1938508,0.05679468,0.6151101999999999,0.05701918,0.118518,0.06123102,0.06120582,0.2103107999999999
0.796084,49.8243,72.4348,0.0,0.7996744,0.2985774,0.3069825999999999,0.8107398,0.3113974,0.8605218000000001,0.2635737999999999,0.2596842,0.2539526
0.4605399999999999,15.7777,38.1028,15.8378,0.3106836,0.0533471,0.08392824,0.1455598,0.05626134,0.343306,0.0686573,0.1054096,0.06515534
0.3346739999999999,16.7869,21.8368,0.0,0.104818,0.01111625,0.03567188,0.06459976,0.02539982,0.2939208,0.03767712,0.0526457,0.01747248
0.591375,25.8494,41.1687,0.0,0.4441218,0.11023728,0.1559484,0.3342232,0.1369642,0.5881281999999999,0.1461836,0.1653656,0.1173232
0.317697,52.8358,37.8486,0.0,0.06810042,0.01458194,0.02539858,0.0762396,0.0229275,0.1601267999999999,0.03619922,0.03756328,0.0225237
0.568823,35.31,40.3349,79.2196,0.3993006,0.1222174,0.1263694,0.4032004,0.1284756,0.408346,0.1401516,0.1368793999999999,0.1325117999999999
0.839614,19.7838,19.3901,87.1076,0.9556096,0.3677262,0.3668344,0.9529534,0.3666725999999999,0.949425,0.2914418,0.2914804,0.2919692
0.408561,0.0,0.0,75.1005,0.2143467999999999,0.0582656999999999,0.05193384,0.2107036,0.05165502,0.1513312,0.06550354,0.06591602,0.0746768
0.433963,0.0,50.1601,0.0,0.2992756,0.04682816,0.08211634,0.08843064,0.0468374,0.2968212,0.05720658,0.1074359999999999,0.05713736
0.874771,0.0,17.8246,0.0,1.113026,0.3601872,0.4340992,0.860345,0.357991,1.105644,0.2716656,0.3372699999999999,0.2757004
0.364475,0.0,0.0,20.92,0.262281,0.07422172,0.01828714,0.296917,0.01891094,0.0358838,0.02269026,0.0224376,0.10330876
0.696113,45.3462,24.0775,29.9446,0.5724864000000001,0.2050512,0.2024717999999999,0.6659802,0.2171118,0.645625,0.205755,0.1931598,0.194354
0.49178,73.8578,15.1007,28.2628,0.2582816,0.08388508,0.08087438,0.3148765999999999,0.0849214,0.3024496,0.1018533,0.09593188,0.10016018
0.361698,27.1886,0.0,16.9802,0.06157226,0.0280053,0.01616048,0.2847892,0.0467075,0.1563496,0.06809564,0.02341172,0.03701672
0.3301389999999999,20.9252,63.88399999999999,58.5483,0.1342726,0.0319531,0.0284147999999999,0.11021662,0.0274147,0.0970615,0.03680158,0.03943546,0.04443174
0.514392,0.0,40.274,45.8279,0.448534,0.10176978,0.09722104,0.2816202,0.07335574,0.2436596,0.08448978,0.1143328,0.1189539999999999
0.682079,18.9342,0.0,0.0,0.2393966,0.1037791999999999,0.1032833999999999,0.726807,0.239746,0.7243704000000001,0.2422614,0.10364338,0.1055249
0.549012,0.0,21.3125,19.109,0.5734808000000001,0.10007024,0.1141966999999999,0.271144,0.05651182,0.3205434,0.0622224,0.1313006,0.11119602
0.790517,0.0,38.9595,0.0,0.8819888000000001,0.2370176,0.3180772,0.556212,0.2390726,0.8674446,0.2145462,0.278536,0.2133734
0.493403,28.0117,59.0003,52.7993,0.3218562,0.08776918,0.08848956,0.26639,0.0834423,0.2909782,0.0983259,0.1052122,0.10356316
0.872568,32.508,0.0,0.0,0.772556,0.3234302,0.324398,1.028038,0.3946352,1.0274494,0.3162877999999999,0.2637188,0.2624736
0.8941879999999999,15.8223,20.6664,89.0076,1.069884,0.4262359999999999,0.4277595999999999,1.067528,0.4273335999999999,1.073116,0.320604,0.3209018,0.3200228
0.701177,0.0,23.6339,0.0,0.7675068,0.1384388,0.2604889999999999,0.3213394,0.1377537999999999,0.7657503999999999,0.1341862,0.2535246,0.1369722
0.312118,18.7967,0.0,17.0798,0.06194644,0.02287386,0.007896568,0.2435744,0.0225505,0.0692756,0.03614946,0.0129186,0.03227112
0.602615,19.9589,47.4498,72.3028,0.4887434,0.1452293999999999,0.1483842,0.4436514,0.1417977999999999,0.4365965999999999,0.1491988,0.1570322,0.1523346
0.73561,87.8804,0.0,0.0,0.6806358,0.2476142,0.2457273999999999,0.716939,0.2529324,0.7074774,0.2288224,0.2232672,0.2246752
0.764335,0.0,30.0918,0.0,0.8603042,0.2035138,0.3076667999999999,0.478279,0.2040232,0.8633684000000001,0.1876632,0.2771795999999999,0.1871012
0.729709,16.5277,0.0,33.9431,0.7504224,0.2756345999999999,0.205583,0.8313152,0.2230041999999999,0.5411038,0.2043267999999999,0.1867406,0.2496422
0.750674,0.0,67.2507,0.0,0.763265,0.2508996,0.2740864,0.6316522,0.2499466,0.7593082,0.226488,0.2437372,0.2273433999999999
0.610943,15.2777,47.17,0.0,0.5126702000000001,0.122206,0.1726157999999999,0.3128258,0.136271,0.5883006,0.1444232,0.1798164,0.1294382
0.472844,16.1657,0.0,15.7778,0.1733122,0.06422104,0.02805176,0.4830069999999999,0.07885286,0.228698,0.0961331,0.03794612,0.07908594
0.4667199999999999,71.7979,37.2699,15.4551,0.2421817999999999,0.07268626,0.07886744,0.2611194,0.0780696,0.288078,0.09368562,0.09520796,0.08756902
0.652071,0.0,0.0,27.9501,0.6591414000000001,0.215114,0.10460262,0.6538312,0.10442946,0.2165094,0.10730688,0.11045784,0.2214586
0.851949,0.0,69.0513,0.0,0.997011,0.3736026,0.3897145999999999,0.9234926,0.3736698,1.0019286,0.2948084,0.3041008,0.2949627999999999
0.3537119999999999,30.5465,0.0,16.1424,0.04698118,0.02426828,0.01595406,0.2637462,0.04464188,0.1486848,0.0712979,0.02309752,0.03104528
0.732888,34.9817,0.0,0.0,0.4399048,0.189293,0.18884,0.8026326,0.2814328,0.8037052,0.2597626,0.1780262,0.1799786
0.6018600000000001,0.0,0.0,24.3483,0.605372,0.1915094,0.0708105,0.6098558000000001,0.06950672,0.1358238,0.07560736,0.07787526,0.2069596
0.653655,0.0,27.5816,25.2169,0.7027054,0.1656646,0.189368,0.4234488,0.1300082,0.514131,0.128513,0.1906747999999999,0.1657624
0.8443149999999999,0.0,71.5235,81.3095,0.9956884,0.3848917999999999,0.3838704,0.9777754,0.3806264,0.9738688,0.2982575999999999,0.3002014,0.3008422
0.482788,18.1865,65.0324,17.798,0.3127732,0.0767026,0.08637494,0.2121907999999999,0.07692264,0.316633,0.09112838,0.1054676,0.09122786
0.586017,18.9921,76.9601,28.5965,0.4557304,0.1378198,0.138438,0.4144925999999999,0.1358512,0.43706,0.1452036,0.1477174,0.1474
0.501492,24.5277,0.0,0.0,0.0688401999999999,0.0413565,0.04149882,0.4833689999999999,0.1405284,0.4690196,0.1685382,0.04776664,0.04765706
0.709056,21.7486,21.9323,0.0,0.5744272,0.1717536,0.220464,0.5903554,0.2250021999999999,0.8060748000000001,0.2122679999999999,0.2063106,0.1621922
0.813932,0.0,0.0,67.1779,0.901225,0.3400382,0.3183644,0.903997,0.3183934,0.7953741999999999,0.2659042,0.2661982,0.2797064
0.335384,24.229,18.7162,0.0,0.05398588,0.011340178,0.0234479,0.11696062,0.03664732,0.2767362,0.0548773,0.03176398,0.01739486
0.8957809999999999,0.0,0.0,48.3115,1.095596,0.4359189999999999,0.398721,1.093934,0.398833,0.9527534,0.3066598,0.3064344,0.329266
0.699691,46.3242,19.908,0.0,0.4653489999999999,0.1807488,0.1953024,0.6599026,0.2350728,0.732147,0.2226116,0.1886136,0.1747994
0.7332810000000001,15.5322,36.8424,18.5181,0.784862,0.22708,0.2682575999999999,0.5823191999999999,0.220331,0.7599935999999999,0.2007572,0.2416377999999999,0.2074594
0.854087,0.0,0.0,28.7049,0.9894516,0.3715656,0.282642,0.9905306,0.2831358,0.674779,0.2359293999999999,0.2358572,0.3088046
0.72475,15.3318,37.2966,79.9229,0.708359,0.2355202,0.2432607999999999,0.6471618,0.2325063999999999,0.6739765999999999,0.2140136,0.2234832,0.2159953999999999
0.51389,49.3861,0.0,62.2767,0.3038095999999999,0.104697,0.0881719,0.4056392,0.10393856,0.2802698,0.1188856,0.09955488,0.1199056
0.523075,0.0,0.0,46.7384,0.438749,0.131109,0.0759198,0.4382754,0.07496802,0.1375804,0.08585366,0.08719028,0.1521144
0.552615,15.5865,28.6585,71.8528,0.4157584,0.1214956,0.1206283999999999,0.391384,0.1140478,0.3434594,0.1252642,0.1330233999999999,0.134008
0.497554,48.3644,25.573,0.0,0.1879472,0.06387464,0.0824584,0.29227,0.09591918,0.4175992,0.1165416,0.09889796,0.07649738
0.8672030000000001,0.0,41.6037,0.0,1.0480936,0.3577929999999999,0.4081014,0.8536471999999999,0.3575262,1.0437184000000002,0.2848708,0.3188744,0.284124
0.5896020000000001,0.0,0.0,34.1998,0.5627333999999999,0.180589,0.09461602,0.576678,0.09442076,0.1801559999999999,0.10362488,0.10293752,0.1931894
0.714618,15.1543,0.0,75.4581,0.6679772,0.2356506,0.221448,0.687487,0.2263407999999999,0.5986182,0.2118466,0.2074686,0.2182348
0.394175,0.0,87.8535,0.0,0.1862772,0.0494169,0.0507193,0.175791,0.04866466,0.186337,0.06276378,0.06654468,0.06445334
0.815189,0.0,41.2891,0.0,0.9434996,0.2895224,0.3545328,0.6904895999999999,0.2903622,0.9431482,0.2476688,0.2940888,0.2473426
0.78287,0.0,16.2124,0.0,0.9544858,0.2278284,0.3472146,0.549882,0.2283116,0.9535526,0.190225,0.303659,0.188335
0.388651,55.1342,16.8015,41.7219,0.127744,0.04455874,0.03627988,0.2234487999999999,0.04547862,0.1512468,0.0609311,0.04804576,0.05973692
0.6535380000000001,0.0,65.4007,0.0,0.6099216,0.1728395999999999,0.2053884,0.4245206,0.1729253999999999,0.6126968,0.172851,0.2017152,0.1732954
0.4366109999999999,18.0715,19.2179,26.3282,0.2657854,0.06167112,0.04187682,0.2968002,0.049512,0.1803522,0.06014838,0.05352044,0.081099
0.650582,0.0,79.8385,35.0387,0.5791411999999999,0.1870324,0.1858398,0.5300144,0.1774652,0.5327166,0.1755374,0.183576,0.1854267999999999
0.480189,0.0,0.0,57.6601,0.3447058,0.09765054,0.06799624,0.338588,0.06770932,0.1440482,0.08151196,0.08136082,0.1197766
0.756813,0.0,15.2464,30.465,0.8639226000000001,0.2839242,0.233975,0.7637036,0.21069,0.5764012,0.18694,0.2089942,0.2546332
0.45728,17.8152,0.0,0.0,0.04894462,0.02796166,0.0288051,0.4521808,0.1312132,0.445313,0.1573217999999999,0.03262488,0.0324848
0.615826,15.838,70.4117,62.4741,0.5083568,0.163074,0.1596486,0.4799895999999999,0.1562736,0.4684157999999999,0.1611244,0.1638666,0.1677628
0.8434510000000001,0.0,43.0776,43.271,1.0179294,0.3691817999999999,0.3719882,0.9117856,0.348486,0.9211172,0.279652,0.2952386,0.2935127999999999
0.537301,0.0,15.0,0.0,0.5541374,0.03827086,0.1683802,0.0719144999999999,0.03661368,0.5528118000000001,0.0421873,0.1930792,0.0434739
0.642313,74.3162,0.0,0.0,0.4652293999999999,0.1710902,0.1708712,0.5573738,0.1847574,0.5497502,0.1853504,0.1721527999999999,0.1723982
0.324965,0.0,47.4396,0.0,0.167389,0.02090084,0.04047242,0.04409282,0.02139444,0.1710983999999999,0.02862722,0.06215038,0.02785034
0.778325,0.0,42.1154,17.9443,0.8705004000000001,0.2522644,0.2984968,0.6102546,0.2398024,0.7967221999999999,0.2133864,0.2615298,0.2240797999999999
0.8509620000000001,50.8205,28.7661,24.5724,0.9294442,0.366146,0.3673654,0.9752192,0.3756857999999999,0.979406,0.2955785999999999,0.2906048,0.2901289999999999
0.372094,63.5123,74.1811,31.9441,0.149616,0.04247714,0.04045136,0.156676,0.0421376999999999,0.1592346,0.05553236,0.05371208,0.0558062
0.835525,0.0,61.5813,16.0777,0.9509444,0.3421389999999999,0.3597906,0.8440446,0.3371969999999999,0.9356724,0.2757544,0.2892886,0.279403
0.559804,70.1059,0.0,0.0,0.2947406,0.1133374,0.112909,0.4274077999999999,0.1301846,0.420333,0.1441267999999999,0.1260516,0.1263053999999999
0.862014,23.3108,0.0,0.0,0.7333064,0.3052118,0.3037084,1.03641,0.392308,1.028262,0.3196594,0.2433507999999999,0.2455214
0.756203,0.0,54.8087,17.1903,0.802956,0.2482453999999999,0.2815754,0.6032831999999999,0.2406446,0.7720894,0.2185607999999999,0.2492233999999999,0.2255382
0.7445039999999999,73.9709,0.0,0.0,0.6250222,0.2386,0.2369362,0.7128828,0.2508326,0.7075098000000001,0.2284357999999999,0.218563,0.2203336
0.373496,71.0144,0.0,78.4046,0.1475833999999999,0.04219262,0.03976026,0.1598046,0.04148714,0.1470244,0.056037,0.05344368,0.05693056
0.649828,64.9892,0.0,15.0193,0.4625352,0.1808227999999999,0.1738559999999999,0.6103071999999999,0.1952136,0.5667406,0.1930714,0.174299,0.1809152
0.87677,88.6595,0.0,0.0,1.0172678,0.4015205999999999,0.4017478,1.0209278,0.4029406,1.0231018,0.309285,0.3086964,0.3087397999999999
0.708763,0.0,23.3716,0.0,0.7531979999999999,0.1300155999999999,0.2550373999999999,0.2981104,0.127241,0.766555,0.1252044,0.252127,0.1270232
0.61053,0.0,0.0,27.295,0.6220066,0.1953674,0.07865866,0.6097212,0.0798841,0.1583908,0.08498348,0.08577944,0.2103246
0.404405,81.2365,30.1357,0.0,0.1693334,0.0451225,0.0521028,0.1698998,0.04912238,0.2087142,0.06567974,0.06914884,0.059493
0.5379999999999999,0.0,17.2144,0.0,0.5520758000000001,0.04188046,0.168173,0.07757742,0.04354828,0.54305,0.0482819,0.1890432,0.04802624
0.8742850000000001,49.5239,36.8357,19.8673,0.9944074,0.3903825999999999,0.4004598,1.004456,0.4019915999999999,1.048852,0.3086252,0.3082054,0.3014375999999999
0.727603,0.0,0.0,35.3593,0.7767278000000001,0.2705936,0.174414,0.7835671999999999,0.1741687999999999,0.400777,0.1688349999999999,0.168296,0.2544014
0.8231139999999999,37.4223,60.6088,21.1636,0.8853848,0.3274162,0.3406976,0.8513175999999999,0.3350778,0.9241598,0.2748804,0.2777134,0.2696426
0.8379049999999999,15.6565,88.6209,0.0,0.9199972,0.348192,0.3512648,0.9067926,0.3492608,0.9243378,0.2824014,0.2838174,0.2815534
0.42781,67.8386,17.8637,70.3903,0.1853762,0.05881008,0.05904438,0.2342022,0.0639906,0.2142833999999999,0.08081014,0.07279748,0.07327772
0.460984,0.0,0.0,49.7546,0.313487,0.08852508,0.05744094,0.322286,0.05501452,0.10749812,0.06712584,0.06906702,0.113074
0.563524,48.6587,0.0,0.0,0.2049998,0.10199752,0.10024386,0.4869295999999999,0.1526234,0.492731,0.1679858,0.1118414,0.1133996
0.38841,15.1934,18.6189,24.5087,0.2385446,0.04281606,0.03376588,0.192807,0.029836,0.1417112,0.0395923,0.04545998,0.06196574
0.611418,0.0,31.4567,15.0338,0.6339388000000001,0.123903,0.1756816,0.2877594,0.10283254,0.5123854,0.1052286,0.1861554,0.129333
0.862671,18.7062,0.0,0.0,0.7051864000000001,0.2929658,0.2923382,1.0297458000000002,0.39014,1.0333832,0.320785,0.2342046,0.234917
0.832335,88.5695,0.0,15.2069,0.9283888,0.3568348,0.3527474,0.9344556,0.3538614,0.9193086,0.2842454,0.2833722,0.28673
0.813891,0.0,35.9061,76.3848,0.9173448,0.3378702,0.3377875999999999,0.8766950000000001,0.3283092,0.8653828000000001,0.2702722,0.2770705999999999,0.2763685999999999
0.415676,44.7314,24.2601,80.271,0.1673482,0.04967884,0.05056556,0.2068674,0.05798682,0.2061103999999999,0.07542024,0.06522446,0.06477902
0.662557,30.1461,0.0,0.0,0.2312178,0.10902444,0.10952512,0.6728109999999999,0.2180188,0.6624666,0.2242438,0.1130848,0.1145518
0.853907,0.0,0.0,15.6734,1.0438196,0.3960614,0.301236,1.0438526,0.3004388,0.7271382,0.2370876,0.2370916,0.3232998
0.742589,18.8965,17.0015,21.349,0.7716102,0.265607,0.2497182,0.7721654,0.2491014,0.7097252,0.2185722,0.2187672,0.2334122
0.543683,0.0,71.8821,0.0,0.4108025999999999,0.1091434,0.1241369999999999,0.2859854,0.10711458,0.4027068,0.1196512,0.1396704,0.1226468
0.457765,38.0491,33.0653,83.2418,0.2409134,0.06594712,0.07308362,0.2444762,0.07240426,0.2682877999999999,0.08884988,0.08879276,0.08044422
0.348953,45.3017,23.0162,0.0,0.06722424,0.02039794,0.03123294,0.1295849999999999,0.0392909,0.227228,0.05673764,0.04139358,0.02838976
0.770303,25.9252,0.0,15.0681,0.64565,0.258456,0.2235672,0.895373,0.2862275999999999,0.7483814000000001,0.2514964,0.194895,0.2275983999999999
0.657201,0.0,39.0696,0.0,0.6912699999999999,0.1455216,0.2315429999999999,0.3175815999999999,0.145757,0.6858598000000001,0.1486066,0.2285172,0.1486894
0.823783,0.0,0.0,38.2848,0.9581434,0.3592936,0.2906322,0.9533966,0.290464,0.6936034000000001,0.2465222,0.2457616,0.2979212
0.727029,53.1007,44.2492,32.7492,0.6590739999999999,0.233791,0.2392452,0.6770746,0.2412688,0.7113476,0.2204842,0.2186282,0.2144372
0.400905,0.0,41.7122,0.0,0.2750906,0.03408266,0.07071782,0.0623313999999999,0.03489808,0.2654464,0.0426993,0.09856504,0.0419324
0.379797,83.1797,47.6209,17.3586,0.1774714,0.04330426,0.04611774,0.1476319999999999,0.0418244,0.1750098,0.0547674,0.06112694,0.05766102
0.619905,76.7587,0.0,0.0,0.4351778,0.1575024,0.1566346,0.5095148,0.1662746,0.5147684,0.1710354,0.1622486,0.1636084
0.492174,0.0,0.0,79.6312,0.2992102,0.0884423,0.08494664,0.3038004,0.08453836,0.265701,0.10068422,0.10044676,0.10523086
